Event,Species,Rearing_Origin,Stage,System,Encounter_Time_zone,Encounter_Timestamp,Encounter_Location,Encounter_Easting,Encounter_Northing,Encounter_UTMZone,Encounter_Disposition,Release_Status,Release_Timezone,Release_Timestamp,Release_Location,Release_Easting,Release_Northing,TagType,TagManufacturer,TagModel,TagSerialNumber,EstTagLife,Acoustic_ID,Acoustic_Sensor_type,Acoustic_ Sensor_idcode,Acoustic_Sensor_value,PIT_ID,Radio_ID,Radio_Freq,Radio_BurstRate,External_TagID,Mark Observed,Mark Applied,VIE,ForkLength (cm),TotalLength (cm),Mass (g),Sex,STRG_Interorbital(mm),STRG_InsideMouth(mm),STRG_OutsideMouth(mm),Notes,Operator(s)
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053082,848,,,,,,38,152.01,3,,None,AP,None ,73,,,F,,,,DMR # 006,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601703,344,A69-1604-39118,,,,,,,,,None,AP,None ,73,,,F,,,,DMR # 006,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6008,,,,,None,AP,None ,73,,,F,,,,DMR # 006,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054499,848,,,,,,114,152.01,3,,None,AP,None ,75,,,F,,,,DMR # 007,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639566,340,A69-2801-20381,,,,,,,,,None,AP,None ,75,,,F,,,,DMR # 007,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F66BB,,,,,None,AP,None ,75,,,F,,,,DMR # 007,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053113,848,,,,,,69,152.01,3,,None,AP,None ,76,,,F,,,,DMR # 008,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601669,344,A69-1604-39084,,,,,,,,,None,AP,None ,76,,,F,,,,DMR # 008,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/17/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.001805F8A9,,,,,None,AP,None ,76,,,F,,,,DMR # 008,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/18/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/18/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005283,861,,,,,,81,151.85,3,,None,AP,None,76,,,M,,,,DMR # 010 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/18/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/18/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F5FAA,,,,,None,AP,None,76,,,M,,,,DMR # 010 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054505,848,,,,,,120,152.01,3,,AC,TP,None,78,,,F,,,,DMR # 014,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639564,344,A69-2801-20379,,,,,,,,,AC,TP,None,78,,,F,,,,DMR # 014,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6697,,,,,AC,TP,None,78,,,F,,,,DMR # 014,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053072,848,,,,,,28,152.01,3,,AC,TP,None,76,,,M,,,,DMR # 013,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601690,344,A69-1604-39105,,,,,,,,,AC,TP,None,76,,,M,,,,DMR # 013,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/20/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F66AD,,,,,AC,TP,None,76,,,M,,,,DMR # 013,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053067,848,,,,,,23,151.85,3,,AC,TP,None,79,,,F,,,,DMR # 016,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601696,344,A69-1604-39111,,,,,,,,,AC,TP,None,79,,,F,,,,DMR # 016,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.001805F971,,,,,AC,TP,None,79,,,F,,,,DMR # 016,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC053063,848,,,,,,19,151.85,3,,AC,TP,None,79,,,M,,,,DMR # 017,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1601689,344,A69-1604-39104,,,,,,,,,AC,TP,None,79,,,M,,,,DMR # 017,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/21/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F66EF,,,,,AC,TP,None,79,,,M,,,,DMR # 017,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005280,861,,,,,,78,151.85,3,,None,AP,None,74,,,F,,,,DMR # 018 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F66C5,,,,,None,AP,None,74,,,F,,,,DMR # 018 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005274,861,,,,,,72,151.85,3,,None,AP,None,76,,,F,,,,DMR # 020 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00184E7544,,,,,None,AP,None,76,,,F,,,,DMR # 020  TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005281,861,,,,,,79,151.85,3,,None,AP,None ,75,,,F,,,,DMR # 021 TPA Logger ,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/26/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.001805F7B7,,,,,None,AP,None ,75,,,F,,,,DMR # 021 TPA Logger  ,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054475,848,,,,,,90,151.85,3,,AC,TP,None ,720,,,F,,,,DMR # 022,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639559,344,A69-2801-20374,,,,,,,,,AC,TP,None ,720,,,F,,,,DMR # 022,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00184E766E,,,,,AC,TP,None ,720,,,F,,,,DMR # 022,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054494,848,,,,,,109,151.85,3,,AC,TP,None ,780,,,M,,,,DMR # 024,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639533,344,A69-2801-20348,,,,,,,,,AC,TP,None ,780,,,M,,,,DMR # 024,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.001805F8C6,,,,,AC,TP,None ,780,,,M,,,,DMR # 024,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054474,848,,,,,,89,151.85,3,,AC,TP,None ,69,,,M,,,,DMR # 023,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639539,344,A69-2801-20354,,,,,,,,,AC,TP,None,69,,,M,,,,DMR # 023,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F66E7,,,,,AC,TP,None,69,,,M,,,,DMR # 023,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054500,848,,,,,,115,152.01,3,,AC,TP,None,68,,,F,,,,DMR # 025,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,Acoustic,Innovasea,V13-1x-BLU-1,1639565,344,A69-2801-20380,,,,,,,,,AC,TP,None,68,,,F,,,,DMR # 025,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/29/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F669E,,,,,AC,TP,None,68,,,F,,,,DMR # 025,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005282,861,,,,,,80,151.85,3,,None,AP,None,72,,,F,,,,DMR # 026 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F66E8,,,,,None,AP,None,72,,,F,,,,DMR # 026 TPA Logger  ,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005289,861,,,,,,87,151.85,3,,None,AP,None,75,,,F,,,,DMR # 027 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.001805F83C,,,,,None,AP,None,75,,,F,,,,DMR # 027 TPA Logger ,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT3-L-TPA-L,MT005277,861,,,,,,75,151.85,3,,None,AP,None,75,,,F,,,,DMR # 028 TPA Logger,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,PIT,,,,,,,,,3D6.00154F6229,,,,,None,AP,None,75,,,F,,,,DMR # 028 TPA Logger ,RH
Initial capture,ATS,Wild ,Adult,Penobscot,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,19,Live,Yes,Eastern,5/31/2025 0:00,Milford Dam,528006,4976602,Radio,Lotek,MCFT2-3A,MC054501,848,,,,,,116,152.01,3,,AC,TP,None,74,,,F,,,,DMR # 029,RH
